threshold,aep,ari,longitude,latitude,hit
0.1000000000,0.0000004240,2358490.5660377359,24.1241800000,12.9226618705,1
0.1000000000,0.0000006680,1497005.9880239521,24.1691000000,12.9226618705,1
0.1000000000,0.0000010680,936329.5880149812,24.2140100000,12.9226618705,1
0.1000000000,0.0000015780,633713.5614702154,24.2589300000,12.9226618705,1
0.1000000000,0.0000014840,673854.4474393531,24.3038500000,12.9226618705,1
0.1000000000,0.0000011960,836120.4013377926,24.3487600000,12.9226618705,1
0.1000000000,0.0000008660,1154734.4110854503,24.3936800000,12.9226618705,1
0.1000000000,0.0000006400,1562500.0000000000,24.4385900000,12.9226618705,1
0.1000000000,0.0000004860,2057613.1687242799,24.4835100000,12.9226618705,1
0.1000000000,0.0000003580,2793296.0893854750,24.5284200000,12.9226618705,1
0.1000000000,0.0000002560,3906249.9999999995,24.5733400000,12.9226618705,1
0.1000000000,0.0000001640,6097560.9756097561,24.6182600000,12.9226618705,1
0.1000000000,0.0000000860,11627906.9767441861,24.6631700000,12.9226618705,1
0.1000000000,0.0000000500,20000000.0000000000,24.7080900000,12.9226618705,1
0.1000000000,0.0000000300,33333333.3333333358,24.7530000000,12.9226618705,1
0.1000000000,0.0000000160,62499999.9999999925,24.7979200000,12.9226618705,1
0.1000000000,0.0000000020,499999999.9999999404,24.8428300000,12.9226618705,1
0.1000000000,0.0000000020,499999999.9999999404,24.8877500000,12.9226618705,1
0.1000000000,0.0000000020,499999999.9999999404,23.7199400000,12.9676258993,1
0.1000000000,0.0000000080,124999999.9999999851,23.7648600000,12.9676258993,1
0.1000000000,0.0000000160,62499999.9999999925,23.8097700000,12.9676258993,1
0.1000000000,0.0000000300,33333333.3333333358,23.8546900000,12.9676258993,1
0.1000000000,0.0000000440,22727272.7272727303,23.8996000000,12.9676258993,1
0.1000000000,0.0000000800,12500000.0000000000,23.9445200000,12.9676258993,1
0.1000000000,0.0000001300,7692307.6923076920,23.9894300000,12.9676258993,1
0.1000000000,0.0000002100,4761904.7619047621,24.0343500000,12.9676258993,1
0.1000000000,0.0000003140,3184713.3757961784,24.0792700000,12.9676258993,1
0.1000000000,0.0000005080,1968503.9370078738,24.1241800000,12.9676258993,1
0.1000000000,0.0000008020,1246882.7930174563,24.1691000000,12.9676258993,1
0.1000000000,0.0000014260,701262.2720897616,24.2140100000,12.9676258993,1
0.1000000000,0.0000020120,497017.8926441352,24.2589300000,12.9676258993,1
0.1000000000,0.0000018760,533049.0405117271,24.3038500000,12.9676258993,1
0.1000000000,0.0000013740,727802.0378457059,24.3487600000,12.9676258993,1
0.1000000000,0.0000010400,961538.4615384615,24.3936800000,12.9676258993,1
0.1000000000,0.0000007940,1259445.8438287154,24.4385900000,12.9676258993,1
0.1000000000,0.0000005740,1742160.2787456445,24.4835100000,12.9676258993,1
0.1000000000,0.0000003800,2631578.9473684211,24.5284200000,12.9676258993,1
0.1000000000,0.0000002680,3731343.2835820895,24.5733400000,12.9676258993,1
0.1000000000,0.0000001620,6172839.5061728396,24.6182600000,12.9676258993,1
0.1000000000,0.0000000960,10416666.6666666660,24.6631700000,12.9676258993,1
0.1000000000,0.0000000640,15624999.9999999981,24.7080900000,12.9676258993,1
0.1000000000,0.0000000300,33333333.3333333358,24.7530000000,12.9676258993,1
0.1000000000,0.0000000180,55555555.5555555597,24.7979200000,12.9676258993,1
0.1000000000,0.0000000100,100000000.0000000000,24.8428300000,12.9676258993,1
0.1000000000,0.0000000080,124999999.9999999851,24.8877500000,12.9676258993,1
0.1000000000,0.0000000020,499999999.9999999404,24.9326700000,12.9676258993,1
0.1000000000,0.0000000020,499999999.9999999404,23.7199400000,13.0125899281,1
0.1000000000,0.0000000080,124999999.9999999851,23.7648600000,13.0125899281,1
0.1000000000,0.0000000120,83333333.3333333284,23.8097700000,13.0125899281,1
0.1000000000,0.0000000260,38461538.4615384564,23.8546900000,13.0125899281,1
0.1000000000,0.0000000400,25000000.0000000000,23.8996000000,13.0125899281,1
0.1000000000,0.0000000740,13513513.5135135129,23.9445200000,13.0125899281,1
0.1000000000,0.0000001260,7936507.9365079375,23.9894300000,13.0125899281,1
0.1000000000,0.0000002000,5000000.0000000000,24.0343500000,13.0125899281,1
0.1000000000,0.0000002800,3571428.5714285714,24.0792700000,13.0125899281,1
0.1000000000,0.0000004100,2439024.3902439023,24.1241800000,13.0125899281,1
0.1000000000,0.0000006120,1633986.9281045750,24.1691000000,13.0125899281,1
0.1000000000,0.0000009480,1054852.3206751056,24.2140100000,13.0125899281,1
0.1000000000,0.0000014020,713266.7617689015,24.2589300000,13.0125899281,1
0.1000000000,0.0000013860,721500.7215007215,24.3038500000,13.0125899281,1
0.1000000000,0.0000011160,896057.3476702509,24.3487600000,13.0125899281,1
0.1000000000,0.0000008600,1162790.6976744186,24.3936800000,13.0125899281,1
0.1000000000,0.0000006580,1519756.8389057750,24.4385900000,13.0125899281,1
0.1000000000,0.0000004700,2127659.5744680851,24.4835100000,13.0125899281,1
0.1000000000,0.0000003260,3067484.6625766875,24.5284200000,13.0125899281,1
0.1000000000,0.0000001880,5319148.9361702129,24.5733400000,13.0125899281,1
0.1000000000,0.0000001260,7936507.9365079375,24.6182600000,13.0125899281,1
0.1000000000,0.0000000740,13513513.5135135129,24.6631700000,13.0125899281,1
0.1000000000,0.0000000520,19230769.2307692282,24.7080900000,13.0125899281,1
0.1000000000,0.0000000300,33333333.3333333358,24.7530000000,13.0125899281,1
0.1000000000,0.0000000180,55555555.5555555597,24.7979200000,13.0125899281,1
0.1000000000,0.0000000120,83333333.3333333284,24.8428300000,13.0125899281,1
0.1000000000,0.0000000020,499999999.9999999404,24.8877500000,13.0125899281,1
0.1000000000,0.0000000020,499999999.9999999404,23.7199400000,13.0575539568,1
0.1000000000,0.0000000020,499999999.9999999404,23.7648600000,13.0575539568,1
0.1000000000,0.0000000040,249999999.9999999702,23.8097700000,13.0575539568,1
0.1000000000,0.0000000140,71428571.4285714328,23.8546900000,13.0575539568,1
0.1000000000,0.0000000260,38461538.4615384564,23.8996000000,13.0575539568,1
0.1000000000,0.0000000540,18518518.5185185187,23.9445200000,13.0575539568,1
0.1000000000,0.0000000800,12500000.0000000000,23.9894300000,13.0575539568,1
0.1000000000,0.0000001400,7142857.1428571427,24.0343500000,13.0575539568,1
0.1000000000,0.0000002060,4854368.9320388352,24.0792700000,13.0575539568,1
0.1000000000,0.0000002760,3623188.4057971016,24.1241800000,13.0575539568,1
0.1000000000,0.0000003980,2512562.8140703519,24.1691000000,13.0575539568,1
0.1000000000,0.0000004760,2100840.3361344538,24.2140100000,13.0575539568,1
0.1000000000,0.0000005400,1851851.8518518517,24.2589300000,13.0575539568,1
0.1000000000,0.0000006020,1661129.5681063123,24.3038500000,13.0575539568,1
0.1000000000,0.0000005180,1930501.9305019306,24.3487600000,13.0575539568,1
0.1000000000,0.0000004340,2304147.4654377881,24.3936800000,13.0575539568,1
0.1000000000,0.0000003640,2747252.7472527474,24.4385900000,13.0575539568,1
0.1000000000,0.0000002660,3759398.4962406009,24.4835100000,13.0575539568,1
0.1000000000,0.0000002060,4854368.9320388352,24.5284200000,13.0575539568,1
0.1000000000,0.0000001300,7692307.6923076920,24.5733400000,13.0575539568,1
0.1000000000,0.0000000880,11363636.3636363652,24.6182600000,13.0575539568,1
0.1000000000,0.0000000580,17241379.3103448264,24.6631700000,13.0575539568,1
0.1000000000,0.0000000360,27777777.7777777798,24.7080900000,13.0575539568,1
0.1000000000,0.0000000220,45454545.4545454606,24.7530000000,13.0575539568,1
0.1000000000,0.0000000140,71428571.4285714328,24.7979200000,13.0575539568,1
0.1000000000,0.0000000060,166666666.6666666567,24.8428300000,13.0575539568,1
0.1000000000,0.0000000040,249999999.9999999702,24.8877500000,13.0575539568,1
0.1000000000,0.0000000040,249999999.9999999702,24.9326700000,13.0575539568,1
0.1000000000,0.0000000020,499999999.9999999404,23.8097700000,13.1025179856,1
0.1000000000,0.0000000060,166666666.6666666567,23.8546900000,13.1025179856,1
0.1000000000,0.0000000060,166666666.6666666567,23.8996000000,13.1025179856,1
0.1000000000,0.0000000200,50000000.0000000000,23.9445200000,13.1025179856,1
0.1000000000,0.0000000320,31249999.9999999963,23.9894300000,13.1025179856,1
0.1000000000,0.0000000640,15624999.9999999981,24.0343500000,13.1025179856,1
0.1000000000,0.0000000880,11363636.3636363652,24.0792700000,13.1025179856,1
0.1000000000,0.0000001200,8333333.3333333340,24.1241800000,13.1025179856,1
0.1000000000,0.0000001600,6250000.0000000000,24.1691000000,13.1025179856,1
0.1000000000,0.0000002040,4901960.7843137253,24.2140100000,13.1025179856,1
0.1000000000,0.0000001980,5050505.0505050505,24.2589300000,13.1025179856,1
0.1000000000,0.0000001880,5319148.9361702129,24.3038500000,13.1025179856,1
0.1000000000,0.0000001780,5617977.5280898875,24.3487600000,13.1025179856,1
0.1000000000,0.0000001820,5494505.4945054948,24.3936800000,13.1025179856,1
0.1000000000,0.0000001680,5952380.9523809524,24.4385900000,13.1025179856,1
0.1000000000,0.0000001480,6756756.7567567565,24.4835100000,13.1025179856,1
0.1000000000,0.0000001160,8620689.6551724132,24.5284200000,13.1025179856,1
0.1000000000,0.0000000840,11904761.9047619049,24.5733400000,13.1025179856,1
0.1000000000,0.0000000480,20833333.3333333321,24.6182600000,13.1025179856,1
0.1000000000,0.0000000360,27777777.7777777798,24.6631700000,13.1025179856,1
0.1000000000,0.0000000240,41666666.6666666642,24.7080900000,13.1025179856,1
0.1000000000,0.0000000180,55555555.5555555597,24.7530000000,13.1025179856,1
0.1000000000,0.0000000100,100000000.0000000000,24.7979200000,13.1025179856,1
0.1000000000,0.0000000080,124999999.9999999851,24.8428300000,13.1025179856,1
0.1000000000,0.0000000040,249999999.9999999702,24.8877500000,13.1025179856,1
0.1000000000,0.0000000040,249999999.9999999702,24.9326700000,13.1025179856,1
0.1000000000,0.0000000040,249999999.9999999702,24.9775800000,13.1025179856,1
0.1000000000,0.0000000020,499999999.9999999404,25.0225000000,13.1025179856,1
0.1000000000,0.0000000020,499999999.9999999404,23.8996000000,13.1474820144,1
0.1000000000,0.0000000060,166666666.6666666567,23.9445200000,13.1474820144,1
0.1000000000,0.0000000140,71428571.4285714328,23.9894300000,13.1474820144,1
0.1000000000,0.0000000160,62499999.9999999925,24.0343500000,13.1474820144,1
0.1000000000,0.0000000240,41666666.6666666642,24.0792700000,13.1474820144,1
0.1000000000,0.0000000360,27777777.7777777798,24.1241800000,13.1474820144,1
0.1000000000,0.0000000280,35714285.7142857164,24.1691000000,13.1474820144,1
0.1000000000,0.0000000420,23809523.8095238097,24.2140100000,13.1474820144,1
0.1000000000,0.0000000540,18518518.5185185187,24.2589300000,13.1474820144,1
0.1000000000,0.0000000700,14285714.2857142854,24.3038500000,13.1474820144,1
0.1000000000,0.0000000700,14285714.2857142854,24.3487600000,13.1474820144,1
0.1000000000,0.0000000560,17857142.8571428582,24.3936800000,13.1474820144,1
0.1000000000,0.0000000540,18518518.5185185187,24.4385900000,13.1474820144,1
0.1000000000,0.0000000560,17857142.8571428582,24.4835100000,13.1474820144,1
0.1000000000,0.0000000520,19230769.2307692282,24.5284200000,13.1474820144,1
0.1000000000,0.0000000400,25000000.0000000000,24.5733400000,13.1474820144,1
0.1000000000,0.0000000220,45454545.4545454606,24.6182600000,13.1474820144,1
0.1000000000,0.0000000140,71428571.4285714328,24.6631700000,13.1474820144,1
0.1000000000,0.0000000140,71428571.4285714328,24.7080900000,13.1474820144,1
0.1000000000,0.0000000120,83333333.3333333284,24.7530000000,13.1474820144,1
0.1000000000,0.0000000080,124999999.9999999851,24.7979200000,13.1474820144,1
0.1000000000,0.0000000080,124999999.9999999851,24.8428300000,13.1474820144,1
0.1000000000,0.0000000080,124999999.9999999851,24.8877500000,13.1474820144,1
0.1000000000,0.0000000040,249999999.9999999702,24.9326700000,13.1474820144,1
0.1000000000,0.0000000040,249999999.9999999702,24.9775800000,13.1474820144,1
0.1000000000,0.0000000020,499999999.9999999404,25.0225000000,13.1474820144,1
0.1000000000,0.0000000020,499999999.9999999404,23.9894300000,13.1924460432,1
0.1000000000,0.0000000040,249999999.9999999702,24.0343500000,13.1924460432,1
0.1000000000,0.0000000080,124999999.9999999851,24.0792700000,13.1924460432,1
0.1000000000,0.0000000100,100000000.0000000000,24.1241800000,13.1924460432,1
0.1000000000,0.0000000120,83333333.3333333284,24.1691000000,13.1924460432,1
0.1000000000,0.0000000120,83333333.3333333284,24.2140100000,13.1924460432,1
0.1000000000,0.0000000080,124999999.9999999851,24.2589300000,13.1924460432,1
0.1000000000,0.0000000100,100000000.0000000000,24.3487600000,13.1924460432,1
0.1000000000,0.0000000140,71428571.4285714328,24.3936800000,13.1924460432,1
0.1000000000,0.0000000180,55555555.5555555597,24.4385900000,13.1924460432,1
0.1000000000,0.0000000200,50000000.0000000000,24.4835100000,13.1924460432,1
0.1000000000,0.0000000200,50000000.0000000000,24.5284200000,13.1924460432,1
0.1000000000,0.0000000180,55555555.5555555597,24.5733400000,13.1924460432,1
0.1000000000,0.0000000100,100000000.0000000000,24.6182600000,13.1924460432,1
0.1000000000,0.0000000080,124999999.9999999851,24.6631700000,13.1924460432,1
0.1000000000,0.0000000040,249999999.9999999702,24.7080900000,13.1924460432,1
0.1000000000,0.0000000040,249999999.9999999702,24.7530000000,13.1924460432,1
0.1000000000,0.0000000040,249999999.9999999702,24.7979200000,13.1924460432,1
0.1000000000,0.0000000040,249999999.9999999702,24.8428300000,13.1924460432,1
0.1000000000,0.0000000040,249999999.9999999702,24.8877500000,13.1924460432,1
0.1000000000,0.0000000020,499999999.9999999404,24.1241800000,13.2374100719,1
0.1000000000,0.0000000040,249999999.9999999702,24.1691000000,13.2374100719,1
0.1000000000,0.0000000040,249999999.9999999702,24.2140100000,13.2374100719,1
0.1000000000,0.0000000080,124999999.9999999851,24.3936800000,13.2374100719,1
0.1000000000,0.0000000100,100000000.0000000000,24.4385900000,13.2374100719,1
0.1000000000,0.0000000120,83333333.3333333284,24.4835100000,13.2374100719,1
0.1000000000,0.0000000120,83333333.3333333284,24.5284200000,13.2374100719,1
0.1000000000,0.0000000120,83333333.3333333284,24.5733400000,13.2374100719,1
0.1000000000,0.0000000100,100000000.0000000000,24.6182600000,13.2374100719,1
0.1000000000,0.0000000080,124999999.9999999851,24.4835100000,13.2823741007,1
0.1000000000,0.0000000080,124999999.9999999851,24.5284200000,13.2823741007,1
0.1000000000,0.0000000100,100000000.0000000000,24.5733400000,13.2823741007,1
0.1000000000,0.0000000060,166666666.6666666567,24.6182600000,13.2823741007,1
0.1000000000,0.0000000020,499999999.9999999404,24.5733400000,13.3273381295,1
0.1000000000,0.0000000709,14109148.3718042765,26.3699700000,14.9010791367,1
0.1000000000,0.0000001418,7054574.1859021382,26.4148900000,14.9010791367,1
0.1000000000,0.0000000354,28218296.7436085530,26.4598000000,14.9010791367,1
0.1000000000,0.0000000354,28218296.7436085530,26.5945500000,14.9010791367,1
